Index,Age,Player,Pos,Tm,G,GS,eFG%,FT%,TRBPG,ASTPG,STLPG,BLKPG,TOVPG,PFPG,PPG,MPG,Star,Active
330,19.0,GG Jackson II,PF,MEM,48.0,18.0,51.9,75.2,4.083333333333333,1.2291666666666667,0.5833333333333334,0.5,1.3541666666666667,1.3333333333333333,14.5625,25.6875,0,1
428,27.0,Garrison Mathews,SG,ATL,66.0,5.0,64.4,81.0,1.393939393939394,0.5606060606060606,0.30303030303030304,0.12121212121212122,0.2878787878787879,1.7424242424242424,4.924242424242424,15.030303030303031,0,1
281,29.0,Gary Harris,SG,ORL,54.0,27.0,56.89999999999999,75.6,1.6851851851851851,1.6111111111111112,0.9074074074074074,0.25925925925925924,0.5740740740740741,1.6851851851851851,6.888888888888889,24.01851851851852,0,1
532,31.0,Gary Payton II,SG,GSW,44.0,0.0,61.7,60.9,2.5681818181818183,1.0909090909090908,0.8863636363636364,0.4090909090909091,0.6136363636363636,1.75,5.454545454545454,15.454545454545455,0,1
677,25.0,Gary Trent Jr.,SG,TOR,71.0,41.0,53.1,77.10000000000001,2.647887323943662,1.676056338028169,1.0845070422535212,0.14084507042253522,0.6619718309859155,1.352112676056338,13.71830985915493,28.08450704225352,0,1
502,30.0,Georges Niang,PF,CLE,82.0,10.0,56.699999999999996,85.0,3.3902439024390243,1.1951219512195121,0.36585365853658536,0.21951219512195122,0.8780487804878049,2.341463414634146,9.365853658536585,22.329268292682926,0,1
14,29.0,Giannis Antetokounmpo,PF,MIL,73.0,73.0,62.4,65.7,11.520547945205479,6.52054794520548,1.1917808219178083,1.082191780821918,3.4246575342465753,2.8767123287671232,30.438356164383563,35.16438356164384,1,1
67,24.0,Goga Bitadze,C,ORL,62.0,33.0,60.8,65.5,4.612903225806452,1.2741935483870968,0.5161290322580645,1.1612903225806452,0.7096774193548387,1.7258064516129032,5.016129032258065,15.435483870967742,0,1
292,33.0,Gordon Hayward,SF,TOT,51.0,28.0,51.0,74.2,3.549019607843137,3.0980392156862746,0.7843137254901961,0.2549019607843137,1.2941176470588236,1.3137254901960784,9.803921568627452,24.41176470588235,0,1
171,20.0,Gradey Dick,SG,TOR,60.0,17.0,52.400000000000006,86.3,2.2,1.1333333333333333,0.5666666666666667,0.03333333333333333,0.8333333333333334,1.45,8.5,21.133333333333333,0,1
